№ п/п;Код ресурса;Наименование ресурса;Ед.изм.;Кол-во;Сметная стоимоть  в базисном уровне;;;;
;;;;;На ед.    изм.;Общ;ЗП маш;;
780;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 16.4-01-СМ 4.2.2 стр 239 п.335";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
293;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.307, п.2";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1235,01;1235,01;;;64
301;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.308, п.15";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1235,01;1235,01;;;64
341;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.310, п.86";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1235,01;1235,01;;;64
230;"КП ОП ООО ""НЕД-центр"" 10.10.2020г, 116.4-01-СМ 4.2.2 стр 269 п. 3";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;2;1627,71;3255,42;;;64
262;"КП ОП ООО ""НЕД-центр"" 10.10.2020г., 116.4-01-СМ 4.2.2 стр 270 п.33";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;2;1627,71;3255,42;;;64
764;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.160, п.28";Термостат KP 61 (060L126566) 11,5 м (для 1-го водяного нагревателя);шт;1;2431,87;2431,87;;;67
782;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.161, п.41";Термостат KP 61 (060L126566) 11,5 м (для 1-го водяного нагревателя);шт;1;2431,87;2431,87;;;67
1000;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.169, п.402";Термостат KP 61 (060L126566) 11,5 м (для 1-го водяного нагревателя);шт;1;2431,87;2431,87;;;67
813;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.162, п.107";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
825;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.162, п.91";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
863;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.164, п.181";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
873;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.164, п.197";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
970;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.168, п.359";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
571;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.220, п.149";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
574;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.221, п.165";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
618;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.222, п.227";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
365;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,  116.4-01-СМ 4.2.2 стр291 п.136";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
371;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,  116.4-01-СМ 4.2.2 стр291 п.151";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
367;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.300, п.35";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
377;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.300, п.53";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
412;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.301, п.99";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
413;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.302, п.117";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
421;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.302, п.132";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
688;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 211 п.75";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
697;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 212 п.113";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
702;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 212 п.134";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
705;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 212 п.94";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
718;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 213 п.175";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
727;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 214 п.200";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
739;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 215 п.248";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
752;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 216 п.293";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
757;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 216 п.314";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
768;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 217 п.356";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
316;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.309, п.38";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1235,01;1235,01;;;64
325;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.309, п.57";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1235,01;1235,01;;;64
331;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.310, п.75";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1235,01;1235,01;;;64
239;"КП ОП ООО ""НЕД-центр"" 10.10.2020г. , 116.4-01-СМ 4.2.2 стр 271 п.61";Термостат KP 61 (060L126766) 3 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
1035;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.170, п.447";Термостат KTR-40;шт;1;795,79;795,79;;;16
1037;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.170, п.451";Термостат KTR-40;шт;1;795,79;795,79;;;16
1040;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.171, п.456";Термостат KTR-40;шт;1;795,79;795,79;;;16
1043;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.171, п.461";Термостат KTR-40;шт;1;795,79;795,79;;;16
1046;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.171, п.466";Термостат KTR-40;шт;1;795,79;795,79;;;16
1049;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.171, п.471";Термостат KTR-40;шт;1;795,79;795,79;;;16
629;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.223, п.249, п.257";Термостат KTR-40;шт;2;805,82;1611,64;;;16
661;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.228, п.400, п.404, п.408, п.412";Термостат KTR-40;шт;4;805,82;3223,28;;;16
449;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.303, п.181";Термостат KTR-40;шт;1;799,79;799,79;;;16
452;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.303, п.188";Термостат KTR-40;шт;1;799,79;799,79;;;16
456;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.304, п.198";Термостат KTR-40;шт;1;799,79;799,79;;;16
71;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/11 от 11.10.2020 г., 116.4-01-СМ4.2.2, стр.317, п.10";Термостат KTR-40;шт;1;601,31;601,31;;;16
773;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 218 п.396";Термостат KTR-40;комплект;1;794,96;794,96;;;16
777;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 218 п.407";Термостат KTR-40;комплект;1;794,96;794,96;;;16
347;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.311, п.110";Термостат KTR-40;комплект;1;606,2;606,2;;;16
357;"Прайс ООО ""НЕД-центр"" ND20‐028790/21 от16.10.2020г., 116.4-01-СМ4.2.2, стр.312, п.120";Термостат KTR-40;комплект;2;606,2;1212,4;;;16
527;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,116.4-01-СМ 4.2.2 стр292 п.197";Термостат KTR-40 Предусмотреть включение по датчику температуры +34 градуса, предусмотреть отключение п...;шт;2;798,96;1597,92;;;106
123;Прайс-лист КИП-сервис 2020г;Трубка PTFE D=6x8Т50, до 14 бар, температура от минус 60 ℃ до плюс 260 ℃, матово-прозрачная;м;200;49,14;9828;;;91
95;"стр.292, п.10; 116.4-01-СМ4.5.2, Том 11.4.5.2 (КАЦ п.23.2), КП Менделеевский Инжиниринговый Центр";"Турболопастной смеситель 0,6-1,8тонн/ч
В комплекте со шкафом управления, L2100х630х930h, 11,75 кВт, 600 кг";шт;1;521739,13;521739,13;;;107
57;"п.1; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.21.9) КП ООО «Ватт-НТ»";"Угольный фильтр, габаритные размеры
 500х1000х1500, 3 кВт, 120 кг";шт;1;111304,35;111304,35;;;66
200;"Прайс-лист ООО ""Вилитек""";"УЗВ баня VBS-41 Мощность: 180 Вт; питание: 220 В, 50 Гц";шт;2;3623,19;7246,38;;;55
88;"Прайс ООО ""ПОЖНЕФТЕХИМ"" 116.4-01-СМ4.2.1 стр. 182 п.1";"Узел для подключения пожарной техники на две  ГМ-80,УПТ - 2/80 - 150 - 1/2 - К(12) - П - У, М
- КОФ, ТУ-4854-032-72410778-2015";комплект;2;28647,69;57295,38;;;127
143;"п.406.5 КА; ком.предложение VTS от21.07.2020г.";"Узел регулирования тепловой
мощности WPG для агрегата";;2;5081,31;10162,62;;;54
41;"Прайс лист «ООО ""МТ91-213""» (116.4-01-СМ4.4  стр.255-256)";"Узел редуцирования пара в комплекте:   - клапан редукционный RP45S;
 - привод мембранный А 21 для клапана RP45;
 - привод мембранный А4 для клапана RP45;
 - трубка импульсная медная 10 х1мм;
 - штуцер 3/8"" под приварку с присоединением импульсной трубки 10 мм;
 - емкость промежуточная для RP45;
 - сепаратор пара и сжатого воздуха АСТА-С25-01-032-СР-25-03-300-Ф;
 - вентиль запорный с сильфонным уплотнением АСТА-Р15-032-16-01-300-Ф;
- фильтр чугунный фланцевый АСТА-Ф113-мг-16-300 DN32;
- фильтр чугунный фланцевый АСТА-Ф113-мг-16-300 DN25;
- клапан обратный нержавеющий межфланцевый АСТА-ОК352-мм-25-200;
- стекло смотровое двустороннее АСТА-В01-025-25-03-280-Ф;
- конденсатоотводчик          поплавковый FLT17НС-14;
- конденсатоотводчик термостатический TH13A-1/2"" DN1/2"";
- прерыватель вакуума VB21 DN1/2"" PN21 р/р Tмах=250°С;
- клапан предохранительный полноподъёмный АСТА-П02-25х40- СТ-25-02-300-Ф-9.4 DN 25х40 ф/ф PN 25бар Рср=9.4 бар Тmax=+300°С  Курс евро =87,34 руб. Цена =5160,98*87,34 = 450759,99 руб";шт;1;65327,53;65327,53;;;1028
